,id,fecha,organo,estado,objeto,presupuesto,valor,tipo,cpv,lugar,procedimiento
0,XP1486/2021,13/12/2021 10:53:30,"Consejería de Área de Igualdad, Diversidad y Transparencia del Cabildo de Gran Canaria",Resuelta,"Gestión, mantenimiento, actualización y seguimiento de las redes sociales y de la página web de la Consejería de Igualdad, Diversidad y Transparencia.","33.644,87 Euros","50.467,30 Euros",Servicios,79342200-Servicios de promoción.,España - Gran Canaria,Abierto simplificado
